Крюковка Тульской губ.
Бронницы Московской губ.
Хмелевец Тульской губ.
Хмелинки Орловской губ.
Корчма (Кочма) Тульской губ.
Ратово Владимирской губ.
Тагино Орловской губ.
Пеньки Рязанской губ.
Хорошево (Хорошевка) Рязанской губ.
Бароновка Рязанской губ.
Севск Орловской губ.
Желябуха Тульской губ.
Жемчужкино Самарской губ.
Софьино Тульской губ.
Софьинка Рязанской губ.
Гвардейцы Самарской губ. —17: 63;
Ломцы Казанской губ.
Курцы Тульской губ.
Захарьино Московской губ.
Зубцов Тверской губ.
Енгалычево Рязанской губ.
Тионетский уезд Тифлисской губ.
Исленьево (Исленево) Тульской губ.
Дубовый Умет Самарской губ.
Чернухи Полтавской губ.
Валуево Московской губ.
Никитское Рязанской губ.
Борисовское Тульской губ.
Иваново Тульской губ.
Ивановка Тульской губ.
Ивановка Самарской губ.
Ивановка Рязанской губ.
Александровское Иркутской губ.
Гороховец Владимирской губ.
Горохово Рязанской губ.
Головеньки Тульской губ.
Спасское-Лутовиново Орловской губ.
Белгород Курской губ.
Белая Церковь Киевской губ.
Белев Тульской губ.
Белевский уезд Тульской губ.
Лопашино Орловской губ.
Купсино (Купчино) С.-Петербургской губ.
Купянская волость Тульской губ.
Аминьево Тульской губ.
Татариново Московской губ.
Иудино Енисейской губ.
Горячкино Тульской губ.
Стромилово Калужской губ.
Волго, село Тверской губ.
Монастырщина Тульской губ.
Монаенки Тульской губ. (Монаики)
«Отчеты Общества распространения грамотности в Нижегородской губ.»
Кроткое Тульской губ.
Круглое Рязанской губ.
Шуя Владимирской губ.
Шумшино Тульской губ.
Шушинский уезд Елизаветпольской губ.
Никола-Гостунь Калужской губ.
Николаев Херсонской губ.
Павловское Московской губ.
Павловск (Павловское) Петербургской губ.
Павловск Воронежской губ.
Борск Самарской губ.
Павловки Харьковской губ.
Медведки Тульской губ.
Незнаново Рязанской губ.
Царское Село Петербургской губ.
Старица Тверской губ.
Журилки (Журички) Тульской губ.
Цивильский уезд Казанской губ.
Лопуховка Тульской губ.
Парголово Петербургской губ.
Отрадное Московской губ. — 38, 177;
Елец Орловской губ.
Куркино Тульской губ.
Воиновские выселки (дворы) Тульской губ.
Крутое Тульской губ.
Катериновка Рязанской губ.
Косая Гора Тульской губ.
Торжок Тверской губ.
Медынь Калужской губ.
Любучаны Московской губ. (Лебучане)
Людиново Калужской губ.
Рыхотская волость Рязанской губ.
Бабурино Тульской губ.
Радзивилов Волынской губ.
Хутора Тульской губ.
Хутор на Тананыке Самарской губ.
Мурзигулово Уфимской губ.
Сатинка Тульской губ.
Муром Владимирской губ.
Харино Тульской губ.
Кутьма Тульской губ.
Вошаны Московской губ.
Прилипки Тульской губ. (Прилепы)
Рожни (Рожня) Рязанской губ.
Слоним Гродненской губ.
Устьколпна Тульской губ.
Гавриловка Самарской губ.
Микулино Калужской губ.
Елисаветградский уезд Херсонской губ.
Борисов Минской губ.
Старо-Ивановка Воронежской губ.
Богородское Нижегородской губ.
Богородицк Тульской губ.
Богослов Орловской губ. (Богуслав)
Утица Московской губ. — 
Скачиловские хутора Рязанской губ.
Ивицы Тульской губ.
Ивино Московской губ.
Лубны Полтавской губ.
Колосово Тульской губ.
Колотыровка Тульской губ.
Горлово Рязанской губ.
Бирюлево Московской губ.
Ершовка Рязанской губ.
Судаково Тульской губ.
Беззубово Московской губ.
Сигнахекий уезд Тифлисской губ.
Дедилов уезд Тульской губ.
Ясенки Тульской губ.
Хабаловка Тульской губ.
Соголево Московской губ.
Семирновка Тульской губ.
Затворное Рязанской губ.
Тесь Енисейской губ.
Манцево Орловской губ. — 29 216;
Засека Тульской губ.
Ельня Смоленской губ.
Хованские хутора Тульской губ.
Елькино Тульской губ.
Можайск Московской губ.
Липовка Самарской, губ.
Липецы Московской губ.
Липецк Тамбовской губ.
Каширский уезд Тульской губ.
Лодейное поле Олонецкой губ.
Переволоки Тульской губ.
Шевардино Московской губ.
Суджанский уезд Курской губ.
Рязаново Тульской губ.
Ряжский уезд Рязанской губ.
Ряжск Рязанской губ.
Рядки Петербургской губ.
Ефремовский уезд Тульской губ.
Ефремов Тульской губ.
Чугуев Харьковской губ.
Землянский уезд Воронежской губ.
Панино Тульской губ.
Сизеново Тульской губ.
Ромны (Ромен) Полтавской губ.
Романцово Московской губ.
Семичастная Тульской губ.
Долгое Тульской губ.
Большая Соль Костромской губ.
Большая Губаревка Орловской губ.
Семичастное Рязанской губ.
Алешки Таврической губ.
Чернь Тульской губ.
Островна Могилевской губ.
Елецкий уезд Орловской губ.
Чернский уезд Тульской губ.
Фили Московской губ.
Ямбург Петербургской губ.
Подосинки Тульской губ.
Кузминки Тульской губ.
Мишиево Калужской губ.
Саранск Пензенской губ.
Глодоссы Херсонской губ.
Глубокое Псковской губ.
Глубки Тульской губ.
Дорогобуж Смоленской губ.
Тюмень Тобольской губ.
Пашутино Тульской губ.
Андреевка Тульской губ.
Макарьев Нижегородской губ.
Гущино Орловской губ.
Доброе Смоленской губ.
Доброе Могилевской губ.
Мариинские Выселки Тульской губ.
Царевококшайский уезд Казанской губ.
Лихаревка Тульской губ.
Дубровицы Московской губ.
Щербачевка Курской губ.
Толстые (из Рязанской губ.)
Богородицкое Рязанской губ.
Карачарово Московской губ.
Богородицкий уезд Тульской губ.
Карасевка Рязанской губ.
Покровка (другая) Самарской губ.
Покровка Самарской губ.
Мясоедово Тульской губ.
Ваныкино Тульской губ.
Глебово (Глебовна) Тульской губ.
Екатериновка Рязанской губ.
Екатерининское Тульской губ.
Тульчин Подольской губ.
Успенское Тульской губ.
Царицын Саратовской губ.
Изборск Псковской губ.
Красное Тульской губ.
Краснослободский уезд Пензенской губ.
Луговая слобода Тульской губ.
Клекотки Тульской губ.
Чучковская волость Рязанской губ.
Гугуевка Рязанской губ.
Сидоровы (крестьяне Тульской губ. )
Алексинский уезд Тульской губ.
Алексин Тульской губ.
Щепотьево Тульской губ.
Ливны Орловской губ.
Лизиновка Воронежской губ.
Ознобишино Тульской губ.
Бузулукский уезд Самарской губ.
Геленджик Новороссийской губ.
Селезневка Тульской губ.
Чудово Новгородской губ.
Полевые Озерки Тульской губ.
Мытищи Малые Московской губ. — 
Торбеево Московской губ.
Руза Московской губ.
Одоев Тульской губ.
Красавка Тульской губ.
Крапивна Тульской губ.
Крапивенский уезд Тульской губ.
Любим Ярославской губ.
Косово Тульской губ.
Мясновка Тульской губ.
Пустозерск Архангельской губ.
Пултуск Варшавской губ.
Верея Московской губ.
Павловка Самарской губ.
Павловка Тульской губ.
Богоявленское Тульской губ.
Страховые хутора (Страховские хутора) Тульской губ.
Стрекаловка Тульской губ.
Воронцово Московской губ.
Змеевка Рязанской губ.
Знаменское Орловской губ.
Кобелево Тульской губ.
Остроленка Ломжинской губ.
Ягодна Тульской губ.
Лозовая Екатеринославской губ.
Мышенка Рязанской губ.
Мытищи Московской губ.
Мценский уезд Орловской губ.
Мценск Орловской губ.
Зарайский уезд Рязанской губ.
Зареченская слобода Тульской губ.
Фоминское Калужской губ.
Ухтомка Рязанской губ.
Псарево Московской губ.
Утешение Новгородской губ.
Крыльцово (Кривцово) Тульской губ.
Колодезные Выселки Рязанской губ.
Колодези Рязанской губ. («другие»)
Колодези Рязанской губ.
Леташевка Калужской губ.
Летичев Подольской губ.
Лесная Могилевской губ.
Трилесье (Триласы) Киевской губ.
Поляны Тульской губ.
Бобруйск Минской губ.
Сточек Седлецкой губ.
Потеревка Рязанской губ.
Селезнев Колодец Тульской губ.
Эски-Орда Таврической губ.
Чердынь Пермской губ.
Клин Московской губ.
Бугровские хутора Рязанской губ.
Ладожский уезд Петербургской губ.
Юхнов Смоленской губ.
Усвяж (Усвят) Смоленской губ.
Каган (из Витебской губ.)
Овсянниково Тульской губ.
Ретинка Тульской губ.
Шамордино Калужской губ.
Заборовка (Забровка) Тульской губ.
Скорняково (Архангельское) Воронежской губ.
Кочаки Тульской губ.
Скопин Рязанской губ.
Скопинский уезд Рязанской губ.
Дехтеревы (крестьяне с. Гавриловки Самарской губ.)
Марьянка Рязанской губ.
Марьинские Выселки Тульской губ.
Марьинка Тульской губ.
Иконские выселки Тульской губ.
Крюково (Крюковка) Рязанской губ.
Зилантьево Казанской губ.
Бражинка Тульской губ.
Веневский уезд Тульской губ.
Долгое Рязанской губ.
Моховские Выселки Тульской губ.
Моховая Тульской губ. (Моховое)
Хованщина Тульской губ.
Моховские хутора Тульской губ.
Аристово Калужской губ.
Беляевка Харьковской губ.
Шелапово Орловской губ.
Хреновое Воронежской губ.
Малая Воротынка Тульской губ.
Малахово Тульской губ.
Тетюши Казанской губ.
Ржевск Воронежской губ.
Куликовка Тульской губ.
Рудаково Тульской губ.
Котельнический уезд Вятской губ.
Вяжи Тульской губ.
Вышний Волочек Тверской губ.
Басово Тульской губ.
Тихвинское Тульской губ.
Тихвинские хутора Тульской губ.
Сергиев Посад Московской губ. (Троица)
Пирогово Тульской губ. — 34 370, 371, 383, 401;
Пирово Тульской губ.
Трубчевск Орловской губ.
Данковский уезд Рязанской губ.
Велие Тульской губ.
Тросненская волость Тульской губ.
Тросна Тульской губ.
Семеновский уезд Нижегородской губ.
Стерлитамак Уфимской губ.
Фроловская (Фралищева) пустынь Владимирской губ.
Тирасполь Херсонской губ.
Кореиз Таврической губ.
Коржевка Самарской губ.
Берислав Херсонской губ.
Подборки Калужской губ.
Шеломово Орловской губ.
Ламинцово Тульской губ.
Суворово Орловской губ.
Казинка Тульской губ.
Бурашево Тверской губ.
Сидорово Орловской губ.
Каменногорки Киевской губ.
Каменка Орловской губ.
Бугуруслан Самарской губ.
Вяземское Тульской губ.
Вязьма Смоленской губ.
Сидорово Тульской губ.
Травино Тульской губ.
Чердынский уезд Пермской губ.
Кунцево Московской губ. — 
Кунаково Рязанской губ.
Колесовка Тульской губ.
Юрбург («Юнсбург») Виленской губ.
Мосальский уезд Калужской губ.
Плеханово Тульской губ.
Троице-Сергиев посад Московской губ.
Троекурово Тульской губ.
Бортевое Рязанской губ.
Дмитриевка Самарской губ.
Бобрик (Успенское) Орловской губ.
Орловка Тульской губ.
Фелин Эстляндской губ.
Черняевка Тульской губ.
Огарево Тульской губ.
Огарево Рязанской губ.
Телешовка Тульской губ.
Михайловка Самарской губ.
Михайловка Смоленской губ.
Михайловка Рязанской губ.
Осиновые Выселки Рязанской губ.
Осиновая Гора Рязанской губ.
Михайловское Тульской губ.
Головчино Могилевской губ.
Даниловка Рязанской губ.
Сомерская волость Петербургской губ.
Перхушково Московской губ.
Скародное Тульской губ.
Кожуховка Тульской губ.
Козельск Калужской губ.
Козлов Тамбовской губ.
Жемаиловка Тульской губ.
Осиновые Прудки Рязанской губ.
Елтон Астраханской губ.
Несмеяновка Самарской губ.
Суздаль Владимирской губ.
Копорье С.-Петербургской губ.
Копорский уезд С.-Петербургской губ.
Ново-Малахово Тульской губ. (Малое Малахово)
Ново-Александровка Рязанской губ.
Абастуман Тифлисской губ.
Татищево (другое) Рязанской губ.
Раненбург Рязанской губ.
Раненбургский уезд Рязанской губ.
Татищево Рязанской губ.
Тишинские хутора Тульской губ.
Барсуки Калужской губ.
Захарово Тульской губ.
Лычево Московской губ.
Козловский уезд Тамбовской губ.
Козлова Засека Тульской губ.
Козловка Тульской губ.
Васильковский уезд Киевской губ.
Гостевское Вятской губ.
Хотьково Московской губ.
Веселое Тульской губ.
Жохово Тульской губ.
Феняево Рязанской губ.
Качанское Тульской губ.
Патровка Самарской губ.
Ларинское Тульской губ.
Зубовка Тульской губ.
Потапово Рязанской губ.
Тарутино Калужской губ.
Остатков Тверской губ.
Павлово Нижегородской губ.
Осташковский. уезд Тверской губ.
Ивановские Колки Рязанской губ.
Царево-Архангельское Тульской туб.
Царево-Займище Смоленской туб.
